Date,Company ROC,S&P500 ROC
2023-04-19,0.008042199930819722,0.005988193161113811
2023-04-18,0.0031740585056189807,8.42690983805877e-05
2023-04-17,-0.0191551222849324,-0.000854489519194225
2023-04-14,0.011769834350479461,-0.0032952622489341504
2023-04-13,-0.0024127531236536074,0.002073664659441411
2023-04-12,-0.004664420834412992,-0.013089093405503106
2023-04-11,0.001041395469929622,0.0041520523068737224
2023-04-10,-0.007022106631989494,4.1354188044385406e-05
2023-04-06,0.004452592980618045,-0.0009953113657404464
2023-04-05,0.016862233811386334,-0.003566398372990578
2023-04-04,-0.016839046072313863,0.0024985979631609897
2023-04-03,0.009650495565988518,0.005830772911119979
2023-03-31,-0.05571342461035046,-0.00368521543043231
2023-03-30,-0.0015502462155754305,-0.014231094669152922
2023-03-29,-0.004840624714585818,-0.005682790708887308
2023-03-28,-0.016886930983847186,-0.014037414436131606
2023-03-27,-0.012322628827483265,0.0015763243835945212
2023-03-24,-0.021455576559546278,-0.0016442463072129491
2023-03-23,-0.00115908432338457,-0.0056081782089648586
2023-03-22,0.011410888695484062,-0.00297564782693561
2023-03-21,0.023424801606272135,0.01673879835883166
2023-03-20,-0.04288116591928254,-0.012815816483241151
2023-03-17,-0.025475841874084915,-0.008839568874392354
2023-03-16,0.01191907051282049,0.011142238734136958
2023-03-15,0.005839849549638755,-0.01725890521645389
2023-03-14,0.05235189923243449,0.007029958889918008
2023-03-13,-0.0037404151860855757,-0.01620957588330755
2023-03-10,0.011638821100056268,0.0015120438279960233
2023-03-09,0.01252551493783628,0.014690834391419955
2023-03-08,0.0077888756528911255,0.018806514047001892
2023-03-07,0.01482087652300414,-0.0014127951994930303
2023-03-06,0.01971149538571815,0.015565490123450439
2023-03-03,-0.008786574114752657,-0.0006866948959157001
2023-03-02,-0.012498891942203674,-0.015891131348545626
2023-03-01,-0.004578096947935414,-0.007525137037248254
2023-02-28,-0.008837586797727514,0.0047476989807717605
2023-02-27,0.005822946046765541,0.0030452472042649327
2023-02-24,0.0018091361374943723,-0.0030635901406728056
2023-02-23,-9.029345372465116e-05,0.010649774027684406
2023-02-22,-0.009120462344229646,-0.005301177166543257
2023-02-21,0.013123120386402967,0.0015760361272209346
2023-02-17,0.0009894755779436847,0.020451099531823683
2023-02-16,0.039989216391085575,0.002775085613420148
2023-02-15,0.002937872634580396,0.013981529180625007
2023-02-14,0.0030154217282674983,-0.0027655064552225407
2023-02-13,0.011853633396323617,0.0002804931863530148
2023-02-10,0.01162988115449919,-0.011319022278556903
2023-02-09,-0.04044642107913071,-0.002190453157606865
2023-02-08,-0.0037603847835591835,0.008908456028727184
2023-02-07,0.00877808988764045,0.011204882694085655
2023-02-06,-0.027758440654368235,-0.012708914955571566
2023-02-03,0.0017005280587129483,0.00617840126221392
2023-02-02,-0.006879914224445997,0.01046295047011094
2023-02-01,0.032298695456590094,-0.014486431776646852
2023-01-31,0.011068502701760592,-0.010344183395680159
2023-01-30,-0.021118869063011834,-0.01443116241861031
2023-01-27,0.018052131032053515,0.013139139076123369
2023-01-26,0.0185970071793098,-0.0024886322293017926
2023-01-25,-0.038637907608695746,-0.010887999961037838
2023-01-24,0.005299885169154744,0.00018175808946595156
2023-01-23,-0.009225902820490265,0.0007120097229592352
2023-01-20,0.005232351897836016,-0.011741836177301113
2023-01-19,-0.017909131010145577,-0.018567140436918792
2023-01-18,-0.006378009342436164,0.007697143776742066
2023-01-17,0.02097459542536848,0.015808621733291135
2023-01-13,0.0019481094483308143,0.0020346224720075774
2023-01-12,0.0006186478126380307,-0.0039809470818954
2023-01-11,-0.0163398692810457,-0.0034042771759890122
2023-01-10,-0.011493220795546386,-0.012686411526340594
2023-01-09,-0.014715232991189068,-0.006929874876411303
2023-01-06,0.018991426200792867,0.0007682222576701632
2023-01-05,-0.011942459060888514,-0.022330729721639027
2023-01-04,-0.021884442816591895,0.011782745173765471
2023-01-03,-0.002902078262497548,-0.007482559777059156
2022-12-30,0.035583513285137466,0.004016617554103037
2022-12-29,-0.00997280145058925,0.0025472142979229067
2022-12-28,-0.007509157509157577,-0.017161666101444116
2022-12-27,0.016700498246909046,0.012166892132449848
2022-12-23,-0.013703602867773763,0.004066088231213684
2022-12-22,-0.025763709974236392,-0.0058338687851317815
2022-12-21,0.02058934642992073,0.014663613708522124
2022-12-20,-0.012678141773089067,-0.014650175090283386
2022-12-19,-0.014246883494235599,-0.0010362634057514567
2022-12-16,-0.004468955025197289,0.00908938881706911
2022-12-15,0.007067812798471775,0.011263197460312954
2022-12-14,0.00967374810318661,0.02555863912195983
2022-12-13,0.0074206274657148815,0.006089583204372841
2022-12-12,-0.010815850815850785,-0.007236909794815337
2022-12-09,-0.024036195682910707,-0.014078268452636086
2022-12-08,0.008499130770716587,0.007403994484716932
2022-12-07,-0.007374066270829305,-0.0074656271379959895
2022-12-06,0.0022190062711045806,0.0018658457814074007
2022-12-05,0.028590681555641116,0.014609560897359855
2022-12-02,0.02817033224146004,0.01822024929225998
2022-12-01,0.008556344438376095,0.0011960894088225565
2022-11-30,0.004873646209386338,0.0008683866591614104
2022-11-29,-0.0071851984911082915,-0.030018852772276616
2022-11-28,-0.006603944273566166,0.0015944034133039597
